timestamp (ms),stateEstimate.x,stateEstimate.y,stateEstimate.z,stabilizer.roll,stabilizer.pitch,stabilizer.yaw
12826,0.0001819070166675374,-5.679817149939481e-06,-3.179156919941306e-06,0.0012509161606431007,-0.0014672941761091352,-0.0007897313334979117
12836,0.0005572374211624265,-0.001582250464707613,0.030060987919569016,107.3330078125,-5.721310138702393,7.773273944854736
12846,8.40035227156477e-07,-4.6699150857421046e-07,-5.820475053042173e-07,-3.090981408604421e-05,-0.00013604440027847886,-0.0008456512587144971
12856,9.639251402404625e-06,1.1461168469395489e-05,0.026808423921465874,-0.00041125004645437,-0.001131230965256691,-0.0010633942438289523
12866,-7.779004954500124e-05,0.00012107097427360713,0.372170090675354,-0.03497439622879028,0.03256945684552193,-0.002397958654910326
12876,-8.552178042009473e-05,0.00015978387091308832,0.030983256176114082,-0.03503507375717163,0.02268058992922306,-0.0025154256727546453
12886,0.00017079127428587526,-7.592068868689239e-05,0.03097566030919552,0.07378127425909042,-0.08046575635671616,-0.004168217536062002
12896,0.00024176482111215591,-0.00011815311154350638,0.030943311750888824,0.07433846592903137,-0.08063644170761108,-0.004215759690850973
12906,-2.523286093492061e-05,-0.00014942559937480837,0.030928848311305046,0.0658794566988945,0.05859364941716194,-0.005573200061917305
12916,-3.097464286838658e-06,-0.0002031397889368236,0.030880745500326157,0.06664786487817764,0.058980267494916916,-0.006232097744941711
12926,-0.000537419633474201,-0.0019908170215785503,0.02979995124042034,0.721238374710083,0.27461186051368713,-0.009391967207193375
12936,-0.0005564319435507059,-0.0015419460833072662,0.029808886349201202,0.42504310607910156,0.2611711323261261,-0.0091948127374053
12946,-0.0005711070261895657,-0.0021627526730298996,0.029691709205508232,0.5532171130180359,0.2528941035270691,-0.01041506975889206
12956,-0.0011432637693360448,-0.0022691714111715555,0.02960251085460186,0.4786839485168457,0.43529579043388367,-0.01093649584800005
12966,-0.0007159390370361507,-0.0023468586150556803,0.028448527678847313,0.4037516415119171,0.2623082101345062,-0.011795256286859512
12976,-0.000744870281778276,-0.0026391628198325634,0.028291186317801476,0.4036087095737457,0.26200729608535767,-0.012835728004574776
12986,-0.000740529503673315,-0.0028651070315390825,0.028130024671554565,0.3801192343235016,0.25182807445526123,-0.013542881235480309
12996,-0.0007398360758088529,-0.0019470833940431476,0.028019942343235016,0.03462863713502884,0.247562438249588,-0.013351191766560078
13006,-0.0005405197734944522,-0.0033275187015533447,0.02741975523531437,0.35947996377944946,0.192377969622612,-0.016811711713671684
13016,-0.0005405197734944522,-0.0033275187015533447,0.02741975523531437,0.35947996377944946,0.192377969622612,-0.016811711713671684
13026,-0.0005140145076438785,-0.004766351077705622,0.02696024253964424,0.5490660071372986,0.19650855660438538,-0.019239632412791252
13036,0.0004938531783409417,-0.003922170028090477,0.02700977772474289,0.3292834162712097,-0.06561080366373062,-0.01848808117210865
13046,-0.0003533786511979997,-0.0037013355176895857,0.026851525530219078,0.18924576044082642,0.18080635368824005,-0.01810876466333866
13056,0.002625823952257633,-0.004968997556716204,0.026752466335892677,0.42038771510124207,-0.5144078731536865,-0.019918860867619514
13066,0.007924963720142841,-0.0041353642009198666,0.026128431782126427,0.08242206275463104,-1.4508211612701416,-0.02592594176530838
13076,0.007055806927382946,-0.0036390265449881554,0.026266658678650856,-0.02594073675572872,-1.261497139930725,-0.026861609891057014
13086,0.007705632597208023,-0.003588348627090454,0.025949694216251373,-0.12302654981613159,-1.0888482332229614,-0.029762636870145798
13096,0.006522239185869694,-0.002762165619060397,0.02735544741153717,-0.29333439469337463,-0.8472000360488892,-0.031020406633615494
13106,0.004395709838718176,0.0012527582002803683,0.027336429804563522,-1.0452170372009277,-0.24031491577625275,-0.03511587902903557
13116,0.007343954872339964,-0.0036979143042117357,0.02759888768196106,-0.11761380732059479,-0.7932174801826477,-0.02902085892856121
13126,0.00812569446861744,-0.0036139867734164,0.02747378870844841,-0.1980166882276535,-0.7044288516044617,-0.03217853978276253
13136,0.002742177341133356,-0.0016501203645020723,0.027999378740787506,-0.54228276014328,0.24145542085170746,-0.03318743780255318
13146,0.0033990221563726664,-0.0016512342263013124,0.02795414626598358,-0.5386239290237427,0.15732069313526154,-0.034025464206933975
